DATE,PPIACO,CPIAUCSL,M1SL,UNRATE,FEDFUNDS
4/1/2019,237.20657,327.34103,977.34578,58.73016,17.51085
5/1/2019,236.73709,327.39872,978.58994,58.73016,17.29378
6/1/2019,235.0939,327.46538,988.43961,57.14286,17.22142
7/1/2019,235.56338,328.10897,996.57854,57.14286,17.36614
8/1/2019,233.80282,328.35641,996.37118,58.73016,15.41245
9/1/2019,232.86385,328.88718,1007.69829,55.55556,14.76122
10/1/2019,233.09859,329.98333,1017.65163,57.14286,13.24168
11/1/2019,233.56808,330.75513,1025.29808,57.14286,11.21563
12/1/2019,233.56808,331.02949,1039.70969,57.14286,11.21563
1/1/2020,233.92019,331.65,1041.78331,55.55556,11.21563
2/1/2020,230.86854,331.82564,1044.16796,55.55556,11.43271
3/1/2020,226.64319,330.75513,1109.72006,69.84127,4.70333
4/1/2020,217.723,328.45128,1237.5324,234.92063,0.36179
5/1/2020,221.3615,328.13077,4215.13738,211.11111,0.36179
6/1/2020,224.41315,329.84872,4298.54847,176.19048,0.57887
7/1/2020,226.52582,331.54359,4347.79679,161.90476,0.65123
8/1/2020,228.05164,332.70641,4377.13841,133.33333,0.72359
9/1/2020,229.46009,333.52436,4447.07102,123.80952,0.65123
10/1/2020,230.6338,333.92564,4496.31934,109.52381,0.65123
11/1/2020,232.74648,334.52179,4559.1239,106.34921,0.65123
12/1/2020,235.32864,335.33333,4617.00363,106.34921,0.65123
1/1/2021,240.37559,336.19359,4691.75739,100,0.65123
2/1/2021,247.1831,337.3859,4766.61483,98.4127,0.57887
3/1/2021,252.34742,339.47821,4839.11353,95.2381,0.50651
4/1/2021,255.75117,342.09231,4903.49922,96.8254,0.50651
5/1/2021,263.96714,344.29615,4975.92017,92.06349,0.43415
6/1/2021,268.66197,347.41154,4988.02488,93.65079,0.57887
7/1/2021,271.3615,349.05769,5030.45619,85.71429,0.72359
8/1/2021,273.35681,350.01538,5101.71073,82.53968,0.65123
9/1/2021,276.29108,351.45897,5148.31519,76.19048,0.57887
10/1/2021,281.92488,354.77436,.,73.01587,0.57887
